Unnamed: 0,순위,지역,년도,성별,이름,비율,건수
142,15,울산광역시,2009,남성,지후,지후(4.05%),56
143,18,울산광역시,2009,남성,수민,수민(3.98%),55
144,18,울산광역시,2009,남성,윤서,윤서(3.98%),55
145,20,울산광역시,2009,남성,민성,민성(3.91%),54
146,21,울산광역시,2009,남성,기타,기타(87.66%),"9,816"
147,1,경기도,2009,남성,서연,서연(7.64%),"1,025"
148,2,경기도,2009,남성,지우,지우(7.06%),948
149,3,경기도,2009,남성,민서,민서(6.56%),880
150,3,경기도,2009,남성,지민,지민(6.56%),880
151,5,경기도,2009,남성,서현,서현(5.74%),771
152,6,경기도,2009,남성,민준,민준(5.54%),743
153,7,경기도,2009,남성,서윤,서윤(5.30%),712
154,8,경기도,2009,남성,지후,지후(5.20%),698
155,9,경기도,2009,남성,지원,지원(4.91%),659
156,10,경기도,2009,남성,윤서,윤서(4.63%),622
157,11,경기도,2009,남성,하은,하은(4.61%),619
158,12,경기도,2009,남성,수빈,수빈(4.40%),590
159,13,경기도,2009,남성,서진,서진(4.29%),576
160,14,경기도,2009,남성,예은,예은(4.21%),565
161,15,경기도,2009,남성,시우,시우(4.17%),560
162,16,경기도,2009,남성,수민,수민(3.91%),525
163,17,경기도,2009,남성,준서,준서(3.90%),523
164,18,경기도,2009,남성,예준,예준(3.83%),514
165,19,경기도,2009,남성,현서,현서(3.80%),510
166,20,경기도,2009,남성,현우,현우(3.74%),502
167,21,경기도,2009,남성,기타,기타(88.18%),"100,101"
168,1,강원도,2009,남성,민서,민서(8.11%),111
169,2,강원도,2009,남성,서연,서연(7.31%),100
170,3,강원도,2009,남성,지우,지우(6.87%),94
171,4,강원도,2009,남성,지민,지민(6.73%),92
172,5,강원도,2009,남성,서윤,서윤(6.51%),89
173,6,강원도,2009,남성,민준,민준(5.63%),77
174,7,강원도,2009,남성,서현,서현(5.19%),71
175,8,강원도,2009,남성,수빈,수빈(5.04%),69
176,9,강원도,2009,남성,지후,지후(4.68%),64
177,10,강원도,2009,남성,윤서,윤서(4.31%),59
178,10,강원도,2009,남성,하은,하은(4.31%),59
179,12,강원도,2009,남성,지원,지원(4.24%),58
180,12,강원도,2009,남성,지윤,지윤(4.24%),58
181,14,강원도,2009,남성,승현,승현(4.17%),57
182,15,강원도,2009,남성,현우,현우(4.09%),56
183,16,강원도,2009,남성,예원,예원(4.02%),55
184,17,강원도,2009,남성,수민,수민(3.87%),53
185,18,강원도,2009,남성,민지,민지(3.58%),49
186,18,강원도,2009,남성,시우,시우(3.58%),49
187,20,강원도,2009,남성,은서,은서(3.51%),48
188,21,강원도,2009,남성,기타,기타(88.94%),"10,998"
189,1,충청북도,2009,남성,민서,민서(7.44%),124
190,2,충청북도,2009,남성,지우,지우(7.32%),122
191,3,충청북도,2009,남성,서연,서연(6.84%),114
192,4,충청북도,2009,남성,민준,민준(6.30%),105
193,5,충청북도,2009,남성,서윤,서윤(6.12%),102
194,6,충청북도,2009,남성,지민,지민(5.52%),92
195,7,충청북도,2009,남성,서현,서현(5.46%),91
196,8,충청북도,2009,남성,수민,수민(4.92%),82
197,8,충청북도,2009,남성,하은,하은(4.92%),82
198,10,충청북도,2009,남성,지원,지원(4.86%),81
199,11,충청북도,2009,남성,예은,예은(4.80%),80
200,12,충청북도,2009,남성,지후,지후(4.74%),79
201,13,충청북도,2009,남성,수빈,수빈(4.38%),73
202,14,충청북도,2009,남성,지훈,지훈(4.02%),67
203,15,충청북도,2009,남성,수연,수연(3.90%),65
204,15,충청북도,2009,남성,준서,준서(3.90%),65
205,17,충청북도,2009,남성,서진,서진(3.78%),63
206,17,충청북도,2009,남성,윤서,윤서(3.78%),63
207,19,충청북도,2009,남성,건우,건우(3.54%),59
208,20,충청북도,2009,남성,은서,은서(3.48%),58
209,21,충청북도,2009,남성,기타,기타(88.29%),"12,566"
210,1,충청남도,2009,남성,서연,서연(7.64%),170
211,2,충청남도,2009,남성,민서,민서(6.61%),147
212,3,충청남도,2009,남성,지우,지우(6.52%),145
213,4,충청남도,2009,남성,서현,서현(6.43%),143
214,5,충청남도,2009,남성,지민,지민(5.94%),132
215,6,충청남도,2009,남성,민준,민준(5.67%),126
216,7,충청남도,2009,남성,서윤,서윤(5.44%),121
217,8,충청남도,2009,남성,지후,지후(4.86%),108
218,9,충청남도,2009,남성,예은,예은(4.81%),107
219,10,충청남도,2009,남성,수빈,수빈(4.77%),106
220,11,충청남도,2009,남성,지원,지원(4.68%),104
221,12,충청남도,2009,남성,하은,하은(4.54%),101
222,13,충청남도,2009,남성,민지,민지(4.50%),100
223,14,충청남도,2009,남성,윤서,윤서(4.36%),97
224,15,충청남도,2009,남성,은서,은서(4.27%),95
225,16,충청남도,2009,남성,예진,예진(4.00%),89
226,17,충청남도,2009,남성,지훈,지훈(3.82%),85
227,18,충청남도,2009,남성,수민,수민(3.78%),84
228,19,충청남도,2009,남성,예원,예원(3.69%),82
229,19,충청남도,2009,남성,현서,현서(3.69%),82
230,20,충청남도,2009,남성,기타,기타(88.71%),"17,478"
231,1,전라북도,2009,남성,서연,서연(7.60%),124
232,1,전라북도,2009,남성,지우,지우(7.60%),124
233,3,전라북도,2009,남성,서현,서현(6.37%),104
234,4,전라북도,2009,남성,민준,민준(5.45%),89
235,4,전라북도,2009,남성,지원,지원(5.45%),89
236,6,전라북도,2009,남성,민서,민서(5.39%),88
237,7,전라북도,2009,남성,지민,지민(5.15%),84
238,8,전라북도,2009,남성,수빈,수빈(5.02%),82
239,9,전라북도,2009,남성,하은,하은(4.96%),81
240,10,전라북도,2009,남성,지후,지후(4.78%),78
241,11,전라북도,2009,남성,수연,수연(4.47%),73
242,12,전라북도,2009,남성,수민,수민(4.41%),72
243,12,전라북도,2009,남성,현우,현우(4.41%),72
244,14,전라북도,2009,남성,가은,가은(4.35%),71
245,15,전라북도,2009,남성,지훈,지훈(4.29%),70
246,16,전라북도,2009,남성,예은,예은(4.23%),69
247,17,전라북도,2009,남성,건우,건우(4.17%),68
248,17,전라북도,2009,남성,승현,승현(4.17%),68
249,19,전라북도,2009,남성,서윤,서윤(3.98%),65
250,20,전라북도,2009,남성,민지,민지(3.74%),61
251,21,전라북도,2009,남성,기타,기타(89.72%),"14,244"
252,1,전라남도,2009,남성,민서,민서(7.19%),122
253,1,전라남도,2009,남성,지우,지우(7.19%),122
254,1,전라남도,2009,남성,지후,지후(7.19%),122
255,4,전라남도,2009,남성,서연,서연(6.66%),113
256,5,전라남도,2009,남성,지민,지민(5.89%),100
257,6,전라남도,2009,남성,민준,민준(5.48%),93
258,6,전라남도,2009,남성,지원,지원(5.48%),93
259,8,전라남도,2009,남성,서현,서현(5.42%),92
260,9,전라남도,2009,남성,하은,하은(5.19%),88
261,10,전라남도,2009,남성,예은,예은(4.71%),80
262,11,전라남도,2009,남성,현서,현서(4.30%),73
263,12,전라남도,2009,남성,현우,현우(4.18%),71
264,13,전라남도,2009,남성,은서,은서(4.07%),69
265,14,전라남도,2009,남성,가은,가은(4.01%),68
266,14,전라남도,2009,남성,지훈,지훈(4.01%),68
267,16,전라남도,2009,남성,민지,민지(3.95%),67
268,17,전라남도,2009,남성,시우,시우(3.83%),65
269,18,전라남도,2009,남성,우진,우진(3.77%),64
270,18,전라남도,2009,남성,지윤,지윤(3.77%),64
271,20,전라남도,2009,남성,준서,준서(3.71%),63
272,21,전라남도,2009,남성,기타,기타(89.79%),"14,923"
273,1,경상북도,2009,남성,민서,민서(7.16%),185
274,2,경상북도,2009,남성,서현,서현(6.96%),180
275,3,경상북도,2009,남성,지민,지민(6.03%),156
276,3,경상북도,2009,남성,지원,지원(6.03%),156
277,5,경상북도,2009,남성,민준,민준(5.96%),154
278,6,경상북도,2009,남성,수민,수민(5.42%),140
279,7,경상북도,2009,남성,지우,지우(5.38%),139
280,8,경상북도,2009,남성,수빈,수빈(5.15%),133
281,9,경상북도,2009,남성,서윤,서윤(4.84%),125
282,10,경상북도,2009,남성,준서,준서(4.72%),122
283,11,경상북도,2009,남성,지훈,지훈(4.60%),119
284,12,경상북도,2009,남성,민성,민성(4.49%),116
285,12,경상북도,2009,남성,서연,서연(4.49%),116
286,14,경상북도,2009,남성,지윤,지윤(4.33%),112
287,14,경상북도,2009,남성,현서,현서(4.33%),112
288,16,경상북도,2009,남성,예준,예준(4.22%),109
289,17,경상북도,2009,남성,예진,예진(4.06%),105
290,18,경상북도,2009,남성,유진,유진(4.02%),104
291,19,경상북도,2009,남성,예은,예은(3.95%),102
292,20,경상북도,2009,남성,민지,민지(3.87%),100
293,21,경상북도,2009,남성,기타,기타(89.14%),"21,213"
294,1,경상남도,2009,남성,민서,민서(8.12%),296
295,2,경상남도,2009,남성,민준,민준(7.68%),280
296,3,경상남도,2009,남성,지민,지민(7.14%),260
297,4,경상남도,2009,남성,지우,지우(6.83%),249
298,5,경상남도,2009,남성,지원,지원(5.85%),213
299,6,경상남도,2009,남성,수빈,수빈(5.82%),212
300,7,경상남도,2009,남성,지후,지후(5.38%),196
301,8,경상남도,2009,남성,서연,서연(4.72%),172
302,9,경상남도,2009,남성,서현,서현(4.64%),169
303,9,경상남도,2009,남성,우진,우진(4.64%),169
304,11,경상남도,2009,남성,민지,민지(4.42%),161
305,12,경상남도,2009,남성,서영,서영(4.34%),158
306,13,경상남도,2009,남성,지윤,지윤(4.25%),155
307,14,경상남도,2009,남성,민재,민재(3.90%),142
308,15,경상남도,2009,남성,준서,준서(3.84%),140
309,16,경상남도,2009,남성,수민,수민(3.81%),139
310,17,경상남도,2009,남성,서윤,서윤(3.70%),135
311,17,경상남도,2009,남성,은서,은서(3.70%),135
312,19,경상남도,2009,남성,현우,현우(3.62%),132
313,20,경상남도,2009,남성,민성,민성(3.59%),131
314,21,경상남도,2009,남성,기타,기타(88.59%),"28,284"
315,1,제주특별자치도,2009,남성,~99,~99(23.13%),207
316,2,제주특별자치도,2009,남성,지후,지후(5.70%),51
317,3,제주특별자치도,2009,남성,채은,채은(5.03%),45
318,4,제주특별자치도,2009,남성,하은,하은(4.80%),43
319,5,제주특별자치도,2009,남성,민서,민서(4.69%),42
320,5,제주특별자치도,2009,남성,지우,지우(4.69%),42
321,7,제주특별자치도,2009,남성,서연,서연(4.47%),40
322,7,제주특별자치도,2009,남성,서현,서현(4.47%),40
323,7,제주특별자치도,2009,남성,윤서,윤서(4.47%),40
324,10,제주특별자치도,2009,남성,지환,지환(4.25%),38
325,11,제주특별자치도,2009,남성,시연,시연(4.02%),36
326,12,제주특별자치도,2009,남성,예은,예은(3.58%),32
327,13,제주특별자치도,2009,남성,민건,민건(3.46%),31
328,13,제주특별자치도,2009,남성,서윤,서윤(3.46%),31
329,13,제주특별자치도,2009,남성,지훈,지훈(3.46%),31
330,13,제주특별자치도,2009,남성,현우,현우(3.46%),31
331,17,제주특별자치도,2009,남성,수빈,수빈(3.35%),30
332,17,제주특별자치도,2009,남성,수연,수연(3.35%),30
333,19,제주특별자치도,2009,남성,예진,예진(3.13%),28
334,20,제주특별자치도,2009,남성,지원,지원(3.02%),27
335,21,제주특별자치도,2009,남성,기타,기타(85.64%),"5,337"
0,1,서울특별시,2010,남성,민준,민준(9.31%),750
1,2,서울특별시,2010,남성,서준,서준(6.42%),517
2,3,서울특별시,2010,남성,지호,지호(6.26%),504
3,4,서울특별시,2010,남성,예준,예준(5.95%),479
4,5,서울특별시,2010,남성,현우,현우(5.73%),462
5,6,서울특별시,2010,남성,시우,시우(5.60%),451
6,7,서울특별시,2010,남성,준서,준서(5.45%),439
7,8,서울특별시,2010,남성,지후,지후(5.26%),424
8,9,서울특별시,2010,남성,준우,준우(5.24%),422
9,10,서울특별시,2010,남성,현준,현준(5.21%),420
10,11,서울특별시,2010,남성,준혁,준혁(4.77%),384
11,12,서울특별시,2010,남성,지훈,지훈(4.75%),383
12,13,서울특별시,2010,남성,건우,건우(4.53%),365
13,14,서울특별시,2010,남성,민재,민재(3.98%),321
14,15,서울특별시,2010,남성,도윤,도윤(3.81%),307
15,16,서울특별시,2010,남성,도현,도현(3.76%),303
16,17,서울특별시,2010,남성,우진,우진(3.69%),297
17,18,서울특별시,2010,남성,지환,지환(3.64%),293
18,19,서울특별시,2010,남성,시후,시후(3.35%),270
19,20,서울특별시,2010,남성,선우,선우(3.29%),265
20,21,서울특별시,2010,남성,기타,기타(83.77%),"41,576"
21,1,부산광역시,2010,남성,민준,민준(9.50%),230
22,2,부산광역시,2010,남성,지훈,지훈(6.65%),161
23,3,부산광역시,2010,남성,현준,현준(5.78%),140
24,4,부산광역시,2010,남성,예준,예준(5.70%),138
25,5,부산광역시,2010,남성,준서,준서(5.25%),127
26,6,부산광역시,2010,남성,민성,민성(5.16%),125
27,7,부산광역시,2010,남성,지호,지호(5.08%),123
28,8,부산광역시,2010,남성,현우,현우(5.00%),121
29,9,부산광역시,2010,남성,승민,승민(4.83%),117
30,10,부산광역시,2010,남성,도윤,도윤(4.79%),116
31,11,부산광역시,2010,남성,준혁,준혁(4.63%),112
32,12,부산광역시,2010,남성,건우,건우(4.54%),110
33,12,부산광역시,2010,남성,우진,우진(4.54%),110
34,14,부산광역시,2010,남성,지후,지후(4.34%),105
35,15,부산광역시,2010,남성,준영,준영(4.30%),104
36,16,부산광역시,2010,남성,민재,민재(4.21%),102
37,17,부산광역시,2010,남성,준우,준우(4.09%),99
38,18,부산광역시,2010,남성,동현,동현(3.92%),95
39,19,부산광역시,2010,남성,도현,도현(3.84%),93
40,19,부산광역시,2010,남성,시후,시후(3.84%),93
41,20,부산광역시,2010,남성,기타,기타(83.32%),"12,096"
42,1,대구광역시,2010,남성,민준,민준(9.88%),173
43,2,대구광역시,2010,남성,지훈,지훈(7.48%),131
44,3,대구광역시,2010,남성,승민,승민(6.80%),119
45,4,대구광역시,2010,남성,도현,도현(5.94%),104
46,5,대구광역시,2010,남성,민재,민재(5.71%),100
47,6,대구광역시,2010,남성,준서,준서(5.25%),92
48,7,대구광역시,2010,남성,현우,현우(5.03%),88
49,7,대구광역시,2010,남성,현준,현준(5.03%),88
50,9,대구광역시,2010,남성,지호,지호(4.91%),86
51,10,대구광역시,2010,남성,동현,동현(4.63%),81
52,10,대구광역시,2010,남성,준우,준우(4.63%),81
53,12,대구광역시,2010,남성,건우,건우(4.23%),74
54,13,대구광역시,2010,남성,시우,시우(4.17%),73
55,14,대구광역시,2010,남성,승현,승현(4.00%),70
56,15,대구광역시,2010,남성,서준,서준(3.94%),69
57,16,대구광역시,2010,남성,도윤,도윤(3.71%),65
58,16,대구광역시,2010,남성,민성,민성(3.71%),65
59,16,대구광역시,2010,남성,준혁,준혁(3.71%),65
60,19,대구광역시,2010,남성,지후,지후(3.66%),64
61,20,대구광역시,2010,남성,민규,민규(3.60%),63
62,21,대구광역시,2010,남성,기타,기타(84.04%),"9,222"
63,1,인천광역시,2010,남성,민준,민준(9.04%),188
64,2,인천광역시,2010,남성,지후,지후(6.83%),142
65,3,인천광역시,2010,남성,시우,시우(6.59%),137
66,4,인천광역시,2010,남성,지호,지호(5.92%),123
67,5,인천광역시,2010,남성,지훈,지훈(5.82%),121
68,6,인천광역시,2010,남성,건우,건우(5.63%),117
69,7,인천광역시,2010,남성,현우,현우(5.10%),106
70,8,인천광역시,2010,남성,예준,예준(5.05%),105
71,9,인천광역시,2010,남성,준혁,준혁(4.81%),100
72,10,인천광역시,2010,남성,준서,준서(4.67%),97
73,11,인천광역시,2010,남성,서준,서준(4.62%),96
74,12,인천광역시,2010,남성,시후,시후(4.52%),94
75,13,인천광역시,2010,남성,승민,승민(4.28%),89
76,14,인천광역시,2010,남성,현준,현준(4.23%),88
77,15,인천광역시,2010,남성,준우,준우(4.14%),86
78,16,인천광역시,2010,남성,도윤,도윤(4.04%),84
79,17,인천광역시,2010,남성,우진,우진(3.99%),83
80,18,인천광역시,2010,남성,민성,민성(3.80%),79
81,19,인천광역시,2010,남성,민재,민재(3.56%),74
82,20,인천광역시,2010,남성,도현,도현(3.37%),70
83,21,인천광역시,2010,남성,기타,기타(84.39%),"11,241"
84,1,광주광역시,2010,남성,민준,민준(8.30%),97
85,2,광주광역시,2010,남성,건우,건우(7.45%),87
86,3,광주광역시,2010,남성,현우,현우(7.36%),86
87,4,광주광역시,2010,남성,지호,지호(5.74%),67
88,5,광주광역시,2010,남성,지훈,지훈(5.65%),66
89,6,광주광역시,2010,남성,시우,시우(5.31%),62
90,7,광주광역시,2010,남성,준서,준서(4.88%),57
91,8,광주광역시,2010,남성,승민,승민(4.71%),55
92,8,광주광역시,2010,남성,현준,현준(4.71%),55
93,10,광주광역시,2010,남성,예준,예준(4.62%),54
94,11,광주광역시,2010,남성,지후,지후(4.54%),53
95,12,광주광역시,2010,남성,준혁,준혁(4.45%),52
96,13,광주광역시,2010,남성,민성,민성(4.37%),51
97,14,광주광역시,2010,남성,도현,도현(4.28%),50
98,15,광주광역시,2010,남성,준영,준영(4.20%),49
99,15,광주광역시,2010,남성,준우,준우(4.20%),49
100,17,광주광역시,2010,남성,서준,서준(4.02%),47
101,18,광주광역시,2010,남성,정우,정우(3.85%),45
102,19,광주광역시,2010,남성,승우,승우(3.68%),43
103,19,광주광역시,2010,남성,진우,진우(3.68%),43
104,20,광주광역시,2010,남성,기타,기타(84.26%),"6,251"
105,1,대전광역시,2010,남성,민준,민준(9.31%),104
106,2,대전광역시,2010,남성,건우,건우(7.79%),87
107,3,대전광역시,2010,남성,지호,지호(6.09%),68
108,4,대전광역시,2010,남성,현준,현준(5.91%),66
